# YYYY MM DD HHMM  Lon_sid(deg)  Lat(deg)  Dist(AU)  Ayanamsa(deg)
2033 11 19 0000  70.969422  -3.523607  98.786430  25.214050
2033 11 20 0000  70.961047  -3.524001  98.809181  25.214077
2033 11 21 0000  70.952556  -3.524387  98.832171  25.214112
2033 11 22 0000  70.943951  -3.524763  98.855404  25.214157
2033 11 23 0000  70.935236  -3.525131  98.878883  25.214210
2033 11 24 0000  70.926416  -3.525489  98.902611  25.214269
2033 11 25 0000  70.917498  -3.525839  98.926593  25.214332
2033 11 26 0000  70.908487  -3.526179  98.950831  25.214393
2033 11 27 0000  70.899391  -3.526510  98.975329  25.214449
2033 11 28 0000  70.890217  -3.526831  99.000089  25.214496
2033 11 29 0000  70.880969  -3.527143  99.025114  25.214533
2033 11 30 0000  70.871649  -3.527445  99.050407  25.214561
2033 12 01 0000  70.862257  -3.527738  99.075971  25.214582
2033 12 02 0000  70.852790  -3.528021  99.101806  25.214602
2033 12 03 0000  70.843245  -3.528294  99.127916  25.214629
2033 12 04 0000  70.833618  -3.528556  99.154303  25.214667
2033 12 05 0000  70.823909  -3.528809  99.180969  25.214721
2033 12 06 0000  70.814123  -3.529052  99.207915  25.214788
2033 12 07 0000  70.804268  -3.529284  99.235143  25.214863
2033 12 08 0000  70.794353  -3.529506  99.262656  25.214939
2033 12 09 0000  70.784389  -3.529717  99.290456  25.215009
2033 12 10 0000  70.774383  -3.529918  99.318545  25.215068
2033 12 11 0000  70.764339  -3.530109  99.346924  25.215115
2033 12 12 0000  70.754258  -3.530289  99.375596  25.215151
2033 12 13 0000  70.744141  -3.530458  99.404562  25.215180
2033 12 14 0000  70.733988  -3.530617  99.433826  25.215205
2033 12 15 0000  70.723797  -3.530765  99.463387  25.215228
2033 12 16 0000  70.713569  -3.530902  99.493249  25.215255
2033 12 17 0000  70.703303  -3.531028  99.523412  25.215287
2033 12 18 0000  70.693002  -3.531144  99.553878  25.215327
2033 12 19 0000  70.682667  -3.531249  99.584649  25.215375
2033 12 20 0000  70.672301  -3.531343  99.615725  25.215433
2033 12 21 0000  70.661909  -3.531426  99.647108  25.215498
2033 12 22 0000  70.651499  -3.531498  99.678799  25.215566
2033 12 23 0000  70.641077  -3.531560  99.710798  25.215635
2033 12 24 0000  70.630652  -3.531610  99.743106  25.215699
2033 12 25 0000  70.620231  -3.531650  99.775723  25.215754
2033 12 26 0000  70.609820  -3.531678  99.808650  25.215798
2033 12 27 0000  70.599421  -3.531696  99.841886  25.215832
2033 12 28 0000  70.589035  -3.531703  99.875431  25.215857
2033 12 29 0000  70.578661  -3.531699  99.909286  25.215881
2033 12 30 0000  70.568296  -3.531684  99.943449  25.215907
2033 12 31 0000  70.557937  -3.531658  99.977920  25.215943
2034 01 01 0000  70.547583  -3.531621  100.012698  25.215992
2034 01 02 0000  70.537237  -3.531573  100.047782  25.216054
2034 01 03 0000  70.526905  -3.531515  100.083173  25.216126
2034 01 04 0000  70.516598  -3.531446  100.118868  25.216201
2034 01 05 0000  70.506323  -3.531366  100.154868  25.216274
2034 01 06 0000  70.496091  -3.531275  100.191171  25.216338
2034 01 07 0000  70.485906  -3.531174  100.227777  25.216390
2034 01 08 0000  70.475773  -3.531062  100.264685  25.216429
2034 01 09 0000  70.465691  -3.530939  100.301894  25.216459
2034 01 10 0000  70.455661  -3.530806  100.339404  25.216483
2034 01 11 0000  70.445681  -3.530662  100.377213  25.216503
2034 01 12 0000  70.435751  -3.530508  100.415320  25.216525
2034 01 13 0000  70.425871  -3.530344  100.453725  25.216552
2034 01 14 0000  70.416041  -3.530169  100.492425  25.216584
2034 01 15 0000  70.406264  -3.529985  100.531420  25.216625
2034 01 16 0000  70.396541  -3.529790  100.570708  25.216675
2034 01 17 0000  70.386877  -3.529585  100.610287  25.216732
2034 01 18 0000  70.377277  -3.529370  100.650155  25.216794
2034 01 19 0000  70.367748  -3.529146  100.690311  25.216858
2034 01 20 0000  70.358298  -3.528912  100.730752  25.216918
2034 01 21 0000  70.348934  -3.528668  100.771476  25.216971
2034 01 22 0000  70.339663  -3.528414  100.812481  25.217012
2034 01 23 0000  70.330488  -3.528151  100.853763  25.217041
2034 01 24 0000  70.321410  -3.527879  100.895321  25.217061
2034 01 25 0000  70.312427  -3.527598  100.937151  25.217076
2034 01 26 0000  70.303535  -3.527307  100.979249  25.217093
2034 01 27 0000  70.294731  -3.527007  101.021613  25.217117
2034 01 28 0000  70.286013  -3.526698  101.064239  25.217153
2034 01 29 0000  70.277384  -3.526381  101.107124  25.217201
2034 01 30 0000  70.268847  -3.526055  101.150265  25.217259
2034 01 31 0000  70.260410  -3.525720  101.193659  25.217321
2034 02 01 0000  70.252081  -3.525376  101.237301  25.217383
2034 02 02 0000  70.243867  -3.525025  101.281189  25.217439
2034 02 03 0000  70.235776  -3.524665  101.325319  25.217484
2034 02 04 0000  70.227809  -3.524297  101.369689  25.217517
2034 02 05 0000  70.219969  -3.523921  101.414295  25.217539
2034 02 06 0000  70.212255  -3.523537  101.459133  25.217553
2034 02 07 0000  70.204665  -3.523146  101.504201  25.217563
2034 02 08 0000  70.197197  -3.522747  101.549495  25.217573
2034 02 09 0000  70.189850  -3.522341  101.595011  25.217585
2034 02 10 0000  70.182623  -3.521927  101.640746  25.217603
2034 02 11 0000  70.175517  -3.521507  101.686696  25.217629
2034 02 12 0000  70.168532  -3.521080  101.732858  25.217663
2034 02 13 0000  70.161672  -3.520646  101.779227  25.217704
2034 02 14 0000  70.154941  -3.520205  101.825800  25.217751
2034 02 15 0000  70.148342  -3.519758  101.872572  25.217802
2034 02 16 0000  70.141881  -3.519305  101.919540  25.217851
2034 02 17 0000  70.135567  -3.518845  101.966699  25.217895
2034 02 18 0000  70.129403  -3.518380  102.014044  25.217929
2034 02 19 0000  70.123396  -3.517909  102.061572  25.217951
2034 02 20 0000  70.117545  -3.517432  102.109277  25.217962
2034 02 21 0000  70.111847  -3.516950  102.157154  25.217966
2034 02 22 0000  70.106299  -3.516462  102.205198  25.217969
2034 02 23 0000  70.100893  -3.515970  102.253405  25.217979
2034 02 24 0000  70.095627  -3.515472  102.301769  25.218000
2034 02 25 0000  70.090501  -3.514970  102.350285  25.218033
2034 02 26 0000  70.085517  -3.514463  102.398948  25.218077
2034 02 27 0000  70.080681  -3.513951  102.447754  25.218127
2034 02 28 0000  70.076000  -3.513435  102.496696  25.218177
2034 03 01 0000  70.071480  -3.512915  102.545771  25.218222
2034 03 02 0000  70.067126  -3.512391  102.594974  25.218258
2034 03 03 0000  70.062940  -3.511863  102.644299  25.218283
2034 03 04 0000  70.058922  -3.511332  102.693743  25.218298
2034 03 05 0000  70.055072  -3.510797  102.743300  25.218303
2034 03 06 0000  70.051387  -3.510259  102.792965  25.218304
2034 03 07 0000  70.047863  -3.509718  102.842735  25.218303
2034 03 08 0000  70.044498  -3.509174  102.892605  25.218304
2034 03 09 0000  70.041290  -3.508628  102.942569  25.218311
2034 03 10 0000  70.038236  -3.508079  102.992622  25.218324
2034 03 11 0000  70.035337  -3.507527  103.042761  25.218346
2034 03 12 0000  70.032594  -3.506974  103.092980  25.218376
2034 03 13 0000  70.030008  -3.506418  103.143274  25.218412
2034 03 14 0000  70.027583  -3.505861  103.193638  25.218452
2034 03 15 0000  70.025322  -3.505302  103.244067  25.218494
2034 03 16 0000  70.023229  -3.504742  103.294557  25.218532
2034 03 17 0000  70.021309  -3.504181  103.345101  25.218563
2034 03 18 0000  70.019566  -3.503618  103.395694  25.218583
2034 03 19 0000  70.018001  -3.503055  103.446332  25.218592
2034 03 20 0000  70.016612  -3.502491  103.497008  25.218592
2034 03 21 0000  70.015392  -3.501926  103.547717  25.218589
2034 03 22 0000  70.014335  -3.501361  103.598453  25.218590
2034 03 23 0000  70.013434  -3.500796  103.649211  25.218603
2034 03 24 0000  70.012685  -3.500230  103.699985  25.218629
2034 03 25 0000  70.012089  -3.499665  103.750769  25.218669
2034 03 26 0000  70.011651  -3.499100  103.801559  25.218716
2034 03 27 0000  70.011377  -3.498536  103.852348  25.218764
2034 03 28 0000  70.011271  -3.497972  103.903132  25.218809
2034 03 29 0000  70.011338  -3.497409  103.953905  25.218844
2034 03 30 0000  70.011578  -3.496847  104.004664  25.218870
2034 03 31 0000  70.011991  -3.496286  104.055402  25.218885
2034 04 01 0000  70.012575  -3.495727  104.106115  25.218891
2034 04 02 0000  70.013326  -3.495169  104.156798  25.218892
2034 04 03 0000  70.014239  -3.494612  104.207447  25.218891
2034 04 04 0000  70.015311  -3.494058  104.258057  25.218891
2034 04 05 0000  70.016537  -3.493506  104.308623  25.218896
2034 04 06 0000  70.017914  -3.492955  104.359141  25.218909
2034 04 07 0000  70.019441  -3.492407  104.409605  25.218929
2034 04 08 0000  70.021117  -3.491862  104.460011  25.218958
2034 04 09 0000  70.022941  -3.491319  104.510355  25.218994
2034 04 10 0000  70.024916  -3.490780  104.560632  25.219035
2034 04 11 0000  70.027045  -3.490243  104.610837  25.219078
2034 04 12 0000  70.029328  -3.489709  104.660965  25.219119
2034 04 13 0000  70.031769  -3.489179  104.711011  25.219156
2034 04 14 0000  70.034371  -3.488652  104.760971  25.219183
2034 04 15 0000  70.037134  -3.488128  104.810840  25.219201
2034 04 16 0000  70.040057  -3.487609  104.860613  25.219209
2034 04 17 0000  70.043134  -3.487093  104.910284  25.219212
2034 04 18 0000  70.046358  -3.486581  104.959849  25.219215
2034 04 19 0000  70.049720  -3.486074  105.009303  25.219228
2034 04 20 0000  70.053212  -3.485570  105.058641  25.219255
2034 04 21 0000  70.056832  -3.485071  105.107858  25.219297
2034 04 22 0000  70.060582  -3.484577  105.156948  25.219351
2034 04 23 0000  70.064468  -3.484087  105.205909  25.219409
2034 04 24 0000  70.068496  -3.483603  105.254735  25.219465
2034 04 25 0000  70.072668  -3.483123  105.303421  25.219513
2034 04 26 0000  70.076986  -3.482648  105.351965  25.219549
2034 04 27 0000  70.081448  -3.482178  105.400362  25.219575
2034 04 28 0000  70.086051  -3.481714  105.448608  25.219592
2034 04 29 0000  70.090790  -3.481256  105.496700  25.219602
2034 04 30 0000  70.095660  -3.480803  105.544633  25.219609
2034 05 01 0000  70.100655  -3.480355  105.592404  25.219618
2034 05 02 0000  70.105771  -3.479914  105.640009  25.219631
2034 05 03 0000  70.111002  -3.479478  105.687446  25.219650
2034 05 04 0000  70.116347  -3.479049  105.734709  25.219678
2034 05 05 0000  70.121802  -3.478626  105.781797  25.219715
2034 05 06 0000  70.127367  -3.478209  105.828704  25.219759
2034 05 07 0000  70.133043  -3.477799  105.875429  25.219809
2034 05 08 0000  70.138830  -3.477395  105.921966  25.219861
2034 05 09 0000  70.144731  -3.476998  105.968314  25.219913
2034 05 10 0000  70.150746  -3.476608  106.014468  25.219960
2034 05 11 0000  70.156878  -3.476224  106.060424  25.220000
2034 05 12 0000  70.163127  -3.475848  106.106180  25.220031
2034 05 13 0000  70.169489  -3.475478  106.151732  25.220053
2034 05 14 0000  70.175962  -3.475116  106.197076  25.220067
2034 05 15 0000  70.182539  -3.474761  106.242209  25.220080
2034 05 16 0000  70.189209  -3.474413  106.287127  25.220098
2034 05 17 0000  70.195963  -3.474073  106.331826  25.220129
2034 05 18 0000  70.202797  -3.473740  106.376304  25.220175
2034 05 19 0000  70.209709  -3.473414  106.420556  25.220236
2034 05 20 0000  70.216703  -3.473097  106.464580  25.220306
2034 05 21 0000  70.223783  -3.472787  106.508374  25.220377
2034 05 22 0000  70.230955  -3.472484  106.551933  25.220441
2034 05 23 0000  70.238221  -3.472190  106.595256  25.220494
2034 05 24 0000  70.245580  -3.471904  106.638340  25.220534
2034 05 25 0000  70.253027  -3.471625  106.681183  25.220564
2034 05 26 0000  70.260558  -3.471355  106.723783  25.220586
2034 05 27 0000  70.268167  -3.471093  106.766138  25.220605
2034 05 28 0000  70.275846  -3.470839  106.808246  25.220622
2034 05 29 0000  70.283591  -3.470593  106.850104  25.220644
2034 05 30 0000  70.291396  -3.470356  106.891712  25.220671
2034 05 31 0000  70.299257  -3.470127  106.933067  25.220707
2034 06 01 0000  70.307172  -3.469907  106.974167  25.220751
2034 06 02 0000  70.315138  -3.469695  107.015011  25.220803
2034 06 03 0000  70.323156  -3.469492  107.055597  25.220861
2034 06 04 0000  70.331225  -3.469297  107.095923  25.220922
2034 06 05 0000  70.339347  -3.469111  107.135987  25.220984
2034 06 06 0000  70.347524  -3.468934  107.175789  25.221041
2034 06 07 0000  70.355757  -3.468766  107.215325  25.221091
2034 06 08 0000  70.364045  -3.468606  107.254595  25.221132
2034 06 09 0000  70.372387  -3.468455  107.293597  25.221164
2034 06 10 0000  70.380778  -3.468313  107.332329  25.221188
2034 06 11 0000  70.389212  -3.468180  107.370790  25.221208
2034 06 12 0000  70.397681  -3.468056  107.408977  25.221231
2034 06 13 0000  70.406175  -3.467941  107.446889  25.221263
2034 06 14 0000  70.414687  -3.467835  107.484525  25.221308
2034 06 15 0000  70.423213  -3.467738  107.521883  25.221369
2034 06 16 0000  70.431755  -3.467649  107.558962  25.221442
2034 06 17 0000  70.440315  -3.467570  107.595761  25.221519
2034 06 18 0000  70.448900  -3.467500  107.632278  25.221593
2034 06 19 0000  70.457513  -3.467438  107.668514  25.221658
2034 06 20 0000  70.466155  -3.467386  107.704468  25.221710
2034 06 21 0000  70.474823  -3.467343  107.740139  25.221749
2034 06 22 0000  70.483512  -3.467309  107.775528  25.221778
2034 06 23 0000  70.492215  -3.467284  107.810633  25.221801
2034 06 24 0000  70.500925  -3.467268  107.845456  25.221822
2034 06 25 0000  70.509636  -3.467262  107.879996  25.221845
2034 06 26 0000  70.518343  -3.467264  107.914253  25.221874
2034 06 27 0000  70.527041  -3.467276  107.948227  25.221909
2034 06 28 0000  70.535727  -3.467296  107.981919  25.221953
2034 06 29 0000  70.544398  -3.467326  108.015329  25.222005
2034 06 30 0000  70.553054  -3.467365  108.048457  25.222064
2034 07 01 0000  70.561695  -3.467413  108.081303  25.222126
2034 07 02 0000  70.570322  -3.467470  108.113867  25.222190
2034 07 03 0000  70.578936  -3.467536  108.146151  25.222250
2034 07 04 0000  70.587540  -3.467611  108.178153  25.222303
2034 07 05 0000  70.596133  -3.467695  108.209875  25.222347
2034 07 06 0000  70.604713  -3.467788  108.241317  25.222381
2034 07 07 0000  70.613278  -3.467890  108.272479  25.222405
2034 07 08 0000  70.621821  -3.468001  108.303362  25.222425
2034 07 09 0000  70.630335  -3.468120  108.333965  25.222445
2034 07 10 0000  70.638810  -3.468249  108.364289  25.222472
2034 07 11 0000  70.647240  -3.468386  108.394335  25.222510
2034 07 12 0000  70.655619  -3.468532  108.424103  25.222561
2034 07 13 0000  70.663947  -3.468687  108.453594  25.222626
2034 07 14 0000  70.672225  -3.468851  108.482809  25.222697
2034 07 15 0000  70.680459  -3.469023  108.511748  25.222769
2034 07 16 0000  70.688653  -3.469203  108.540414  25.222835
2034 07 17 0000  70.696809  -3.469393  108.568807  25.222888
2034 07 18 0000  70.704927  -3.469590  108.596929  25.222928
2034 07 19 0000  70.713002  -3.469797  108.624781  25.222956
2034 07 20 0000  70.721029  -3.470011  108.652367  25.222976
2034 07 21 0000  70.729000  -3.470234  108.679686  25.222993
2034 07 22 0000  70.736910  -3.470465  108.706743  25.223009
2034 07 23 0000  70.744753  -3.470705  108.733538  25.223030
2034 07 24 0000  70.752523  -3.470953  108.760074  25.223057
2034 07 25 0000  70.760218  -3.471208  108.786353  25.223092
2034 07 26 0000  70.767835  -3.471472  108.812376  25.223134
2034 07 27 0000  70.775373  -3.471744  108.838147  25.223184
2034 07 28 0000  70.782832  -3.472024  108.863668  25.223239
2034 07 29 0000  70.790213  -3.472312  108.888940  25.223295
2034 07 30 0000  70.797519  -3.472607  108.913966  25.223349
2034 07 31 0000  70.804751  -3.472910  108.938748  25.223398
2034 08 01 0000  70.811910  -3.473221  108.963289  25.223437
2034 08 02 0000  70.818997  -3.473539  108.987591  25.223466
2034 08 03 0000  70.826008  -3.473865  109.011655  25.223484
2034 08 04 0000  70.832938  -3.474198  109.035485  25.223496
2034 08 05 0000  70.839780  -3.474539  109.059081  25.223507
2034 08 06 0000  70.846527  -3.474886  109.082448  25.223522
2034 08 07 0000  70.853170  -3.475241  109.105586  25.223547
2034 08 08 0000  70.859705  -3.475603  109.128499  25.223585
2034 08 09 0000  70.866131  -3.475971  109.151188  25.223635
2034 08 10 0000  70.872449  -3.476346  109.173657  25.223694
2034 08 11 0000  70.878663  -3.476728  109.195908  25.223755
2034 08 12 0000  70.884778  -3.477117  109.217944  25.223811
2034 08 13 0000  70.890797  -3.477512  109.239769  25.223858
2034 08 14 0000  70.896721  -3.477913  109.261386  25.223893
2034 08 15 0000  70.902547  -3.478321  109.282799  25.223915
2034 08 16 0000  70.908273  -3.478735  109.304010  25.223927
2034 08 17 0000  70.913890  -3.479155  109.325024  25.223934
2034 08 18 0000  70.919395  -3.479581  109.345845  25.223940
2034 08 19 0000  70.924779  -3.480013  109.366475  25.223948
2034 08 20 0000  70.930041  -3.480451  109.386920  25.223962
2034 08 21 0000  70.935175  -3.480895  109.407183  25.223984
2034 08 22 0000  70.940180  -3.481344  109.427267  25.224013
2034 08 23 0000  70.945056  -3.481798  109.447178  25.224050
2034 08 24 0000  70.949802  -3.482258  109.466918  25.224092
2034 08 25 0000  70.954420  -3.482723  109.486491  25.224137
2034 08 26 0000  70.958912  -3.483193  109.505902  25.224182
2034 08 27 0000  70.963281  -3.483668  109.525154  25.224223
2034 08 28 0000  70.967529  -3.484148  109.544252  25.224256
2034 08 29 0000  70.971658  -3.484632  109.563198  25.224278
2034 08 30 0000  70.975666  -3.485121  109.581998  25.224290
2034 08 31 0000  70.979550  -3.485615  109.600653  25.224293
2034 09 01 0000  70.983303  -3.486113  109.619170  25.224293
2034 09 02 0000  70.986919  -3.486615  109.637550  25.224297
2034 09 03 0000  70.990390  -3.487121  109.655799  25.224310
2034 09 04 0000  70.993711  -3.487630  109.673919  25.224336
2034 09 05 0000  70.996882  -3.488144  109.691915  25.224374
2034 09 06 0000  70.999903  -3.488661  109.709790  25.224421
2034 09 07 0000  71.002781  -3.489181  109.727550  25.224472
2034 09 08 0000  71.005520  -3.489705  109.745198  25.224520
2034 09 09 0000  71.008123  -3.490232  109.762739  25.224560
2034 09 10 0000  71.010593  -3.490762  109.780178  25.224589
2034 09 11 0000  71.012930  -3.491295  109.797520  25.224607
2034 09 12 0000  71.015131  -3.491830  109.814768  25.224614
2034 09 13 0000  71.017191  -3.492368  109.831929  25.224614
2034 09 14 0000  71.019106  -3.492909  109.849008  25.224612
2034 09 15 0000  71.020871  -3.493452  109.866008  25.224612
2034 09 16 0000  71.022481  -3.493997  109.882937  25.224617
2034 09 17 0000  71.023934  -3.494544  109.899797  25.224629
2034 09 18 0000  71.025229  -3.495093  109.916595  25.224649
2034 09 19 0000  71.026365  -3.495644  109.933336  25.224677
2034 09 20 0000  71.027344  -3.496196  109.950024  25.224711
2034 09 21 0000  71.028167  -3.496750  109.966665  25.224749
2034 09 22 0000  71.028838  -3.497305  109.983263  25.224789
2034 09 23 0000  71.029359  -3.497861  109.999824  25.224826
2034 09 24 0000  71.029733  -3.498418  110.016352  25.224857
2034 09 25 0000  71.029964  -3.498976  110.032852  25.224879
2034 09 26 0000  71.030054  -3.499535  110.049330  25.224891
2034 09 27 0000  71.030000  -3.500093  110.065789  25.224893
2034 09 28 0000  71.029798  -3.500653  110.082235  25.224891
2034 09 29 0000  71.029443  -3.501212  110.098671  25.224890
2034 09 30 0000  71.028927  -3.501771  110.115103  25.224897
2034 10 01 0000  71.028245  -3.502330  110.131535  25.224917
2034 10 02 0000  71.027397  -3.502888  110.147972  25.224951
2034 10 03 0000  71.026383  -3.503446  110.164419  25.224997
2034 10 04 0000  71.025212  -3.504004  110.180879  25.225048
2034 10 05 0000  71.023889  -3.504560  110.197360  25.225097
2034 10 06 0000  71.022420  -3.505116  110.213865  25.225139
2034 10 07 0000  71.020809  -3.505670  110.230400  25.225171
2034 10 08 0000  71.019056  -3.506223  110.246969  25.225191
2034 10 09 0000  71.017160  -3.506774  110.263580  25.225201
2034 10 10 0000  71.015119  -3.507324  110.280236  25.225204
2034 10 11 0000  71.012929  -3.507872  110.296944  25.225203
2034 10 12 0000  71.010586  -3.508418  110.313708  25.225204
2034 10 13 0000  71.008087  -3.508962  110.330535  25.225210
2034 10 14 0000  71.005431  -3.509503  110.347429  25.225222
2034 10 15 0000  71.002616  -3.510043  110.364396  25.225243
2034 10 16 0000  70.999644  -3.510579  110.381441  25.225272
2034 10 17 0000  70.996517  -3.511113  110.398570  25.225308
2034 10 18 0000  70.993237  -3.511644  110.415787  25.225349
2034 10 19 0000  70.989809  -3.512172  110.433098  25.225393
2034 10 20 0000  70.986237  -3.512696  110.450507  25.225435
2034 10 21 0000  70.982524  -3.513218  110.468021  25.225473
2034 10 22 0000  70.978675  -3.513735  110.485642  25.225504
2034 10 23 0000  70.974693  -3.514249  110.503377  25.225525
2034 10 24 0000  70.970580  -3.514759  110.521230  25.225538
2034 10 25 0000  70.966333  -3.515265  110.539206  25.225544
2034 10 26 0000  70.961950  -3.515767  110.557309  25.225548
2034 10 27 0000  70.957423  -3.516265  110.575543  25.225558
2034 10 28 0000  70.952748  -3.516757  110.593912  25.225581
2034 10 29 0000  70.947922  -3.517246  110.612422  25.225619
2034 10 30 0000  70.942948  -3.517729  110.631076  25.225672
2034 10 31 0000  70.937833  -3.518208  110.649878  25.225733
2034 11 01 0000  70.932585  -3.518681  110.668834  25.225795
2034 11 02 0000  70.927213  -3.519149  110.687948  25.225851
2034 11 03 0000  70.921722  -3.519612  110.707224  25.225896
2034 11 04 0000  70.916116  -3.520069  110.726668  25.225929
2034 11 05 0000  70.910395  -3.520520  110.746284  25.225952
2034 11 06 0000  70.904557  -3.520966  110.766077  25.225966
2034 11 07 0000  70.898599  -3.521405  110.786051  25.225977
2034 11 08 0000  70.892519  -3.521839  110.806212  25.225987
2034 11 09 0000  70.886316  -3.522267  110.826563  25.226002
2034 11 10 0000  70.879988  -3.522688  110.847110  25.226024
2034 11 11 0000  70.873536  -3.523102  110.867857  25.226053
2034 11 12 0000  70.866961  -3.523510  110.888808  25.226092
2034 11 13 0000  70.860266  -3.523912  110.909967  25.226137
2034 11 14 0000  70.853456  -3.524306  110.931339  25.226189
2034 11 15 0000  70.846535  -3.524694  110.952928  25.226244
2034 11 16 0000  70.839508  -3.525074  110.974737  25.226298
2034 11 17 0000  70.832382  -3.525447  110.996771  25.226349
2034 11 18 0000  70.825160  -3.525813  111.019033  25.226393
2034 11 19 0000  70.817848  -3.526172  111.041526  25.226429
2034 11 20 0000  70.810448  -3.526523  111.064255  25.226457
2034 11 21 0000  70.802960  -3.526866  111.087222  25.226477
2034 11 22 0000  70.795385  -3.527201  111.110431  25.226494
2034 11 23 0000  70.787718  -3.527529  111.133884  25.226513
2034 11 24 0000  70.779954  -3.527848  111.157584  25.226541
2034 11 25 0000  70.772090  -3.528159  111.181534  25.226583
2034 11 26 0000  70.764127  -3.528462  111.205737  25.226642
2034 11 27 0000  70.756071  -3.528757  111.230196  25.226715
2034 11 28 0000  70.747930  -3.529044  111.254914  25.226792
2034 11 29 0000  70.739717  -3.529321  111.279892  25.226866
2034 11 30 0000  70.731440  -3.529591  111.305135  25.226930
2034 12 01 0000  70.723104  -3.529851  111.330645  25.226980
2034 12 02 0000  70.714712  -3.530103  111.356425  25.227018
2034 12 03 0000  70.706263  -3.530346  111.382479  25.227046
2034 12 04 0000  70.697755  -3.530580  111.408808  25.227068
2034 12 05 0000  70.689185  -3.530806  111.435416  25.227090
2034 12 06 0000  70.680554  -3.531022  111.462306  25.227114
2034 12 07 0000  70.671861  -3.531229  111.489479  25.227144
2034 12 08 0000  70.663106  -3.531427  111.516939  25.227182
2034 12 09 0000  70.654291  -3.531616  111.544687  25.227228
2034 12 10 0000  70.645420  -3.531796  111.572726  25.227282
2034 12 11 0000  70.636498  -3.531966  111.601058  25.227342
2034 12 12 0000  70.627530  -3.532127  111.629685  25.227406
2034 12 13 0000  70.618522  -3.532279  111.658608  25.227470
2034 12 14 0000  70.609481  -3.532421  111.687830  25.227531
2034 12 15 0000  70.600412  -3.532554  111.717351  25.227585
2034 12 16 0000  70.591320  -3.532677  111.747172  25.227632
2034 12 17 0000  70.582210  -3.532791  111.777295  25.227669
2034 12 18 0000  70.573082  -3.532895  111.807722  25.227699
2034 12 19 0000  70.563938  -3.532989  111.838451  25.227724
2034 12 20 0000  70.554776  -3.533074  111.869485  25.227748
2034 12 21 0000  70.545592  -3.533149  111.900823  25.227777
2034 12 22 0000  70.536383  -3.533214  111.932467  25.227818
2034 12 23 0000  70.527148  -3.533269  111.964415  25.227874
2034 12 24 0000  70.517890  -3.533315  111.996669  25.227946
2034 12 25 0000  70.508618  -3.533351  112.029229  25.228026
2034 12 26 0000  70.499341  -3.533378  112.062095  25.228108
2034 12 27 0000  70.490072  -3.533394  112.095266  25.228183
2034 12 28 0000  70.480819  -3.533401  112.128745  25.228245
2034 12 29 0000  70.471585  -3.533398  112.162529  25.228292
2034 12 30 0000  70.462372  -3.533385  112.196622  25.228326
2034 12 31 0000  70.453178  -3.533363  112.231021  25.228353
2035 01 01 0000  70.444001  -3.533331  112.265728  25.228376
2035 01 02 0000  70.434839  -3.533290  112.300742  25.228400
2035 01 03 0000  70.425691  -3.533238  112.336063  25.228429
2035 01 04 0000  70.416559  -3.533178  112.371692  25.228465
2035 01 05 0000  70.407444  -3.533107  112.407627  25.228509
2035 01 06 0000  70.398348  -3.533028  112.443868  25.228561
2035 01 07 0000  70.389278  -3.532938  112.480415  25.228619
2035 01 08 0000  70.380237  -3.532839  112.517266  25.228681
2035 01 09 0000  70.371232  -3.532731  112.554421  25.228744
2035 01 10 0000  70.362270  -3.532614  112.591878  25.228804
2035 01 11 0000  70.353355  -3.532487  112.629636  25.228859
2035 01 12 0000  70.344495  -3.532351  112.667694  25.228905
2035 01 13 0000  70.335692  -3.532206  112.706050  25.228941
2035 01 14 0000  70.326950  -3.532051  112.744702  25.228968
2035 01 15 0000  70.318267  -3.531888  112.783648  25.228989
2035 01 16 0000  70.309644  -3.531715  112.822887  25.229008
2035 01 17 0000  70.301076  -3.531534  112.862415  25.229030
2035 01 18 0000  70.292561  -3.531343  112.902230  25.229061
2035 01 19 0000  70.284098  -3.531144  112.942331  25.229104
2035 01 20 0000  70.275688  -3.530936  112.982714  25.229161
2035 01 21 0000  70.267335  -3.530719  113.023377  25.229230
2035 01 22 0000  70.259049  -3.530494  113.064318  25.229303
2035 01 23 0000  70.250839  -3.530260  113.105534  25.229374
2035 01 24 0000  70.242715  -3.530017  113.147022  25.229434
2035 01 25 0000  70.234683  -3.529767  113.188780  25.229480
2035 01 26 0000  70.226745  -3.529508  113.230806  25.229512
2035 01 27 0000  70.218901  -3.529241  113.273098  25.229532
2035 01 28 0000  70.211148  -3.528966  113.315652  25.229547
2035 01 29 0000  70.203481  -3.528684  113.358467  25.229561
2035 01 30 0000  70.195901  -3.528393  113.401540  25.229578
2035 01 31 0000  70.188405  -3.528095  113.444867  25.229602
2035 02 01 0000  70.180995  -3.527789  113.488446  25.229633
2035 02 02 0000  70.173674  -3.527476  113.532274  25.229672
2035 02 03 0000  70.166444  -3.527156  113.576348  25.229717
2035 02 04 0000  70.159309  -3.526828  113.620664  25.229767
2035 02 05 0000  70.152276  -3.526493  113.665220  25.229819
2035 02 06 0000  70.145348  -3.526151  113.710011  25.229870
2035 02 07 0000  70.138532  -3.525803  113.755033  25.229915
2035 02 08 0000  70.131833  -3.525447  113.800284  25.229953
2035 02 09 0000  70.125254  -3.525085  113.845759  25.229980
2035 02 10 0000  70.118798  -3.524717  113.891454  25.229998
